uniqueID	drugName	condition	review	rating	date	usefulCount
232	Ambien	Insomnia	Results are hit or miss. Some days are better than others. I was prescribed Ambien for insomnia.	6	March 24, 2018	173
233	Ritalin	ADHD	It works okay but nothing spectacular. I was prescribed Ritalin for adhd.	6	December 15, 2019	88
234	Quetiapine	Bipolar Disorder	No major complaints but no major improvements either. I was prescribed Quetiapine for bipolar disorder.	4	October 04, 2019	176
235	Doxepin	Insomnia	My doctor recommended this and it really helped. I was prescribed Doxepin for insomnia.	10	March 26, 2017	98
236	Nitrofurantoin	UTI	Great results overall. I was prescribed Nitrofurantoin for uti.	7	April 12, 2019	146
237	Rizatriptan	Migraine	Initially helped but stopped working after a month. I was prescribed Rizatriptan for migraine.	1	March 31, 2015	168
238	Montelukast	Asthma	It works okay but nothing spectacular. I was prescribed Montelukast for asthma.	6	May 07, 2021	175
239	Insulin Glargine	Diabetes Type 2	Average medication. Does what it is supposed to do. I was prescribed Insulin Glargine for diabetes type 2.	4	July 31, 2017	155
240	Topiramate	Migraine	Great results overall. I was prescribed Topiramate for migraine.	8	December 18, 2021	64
241	Ibuprofen	Pain	No major complaints but no major improvements either. I was prescribed Ibuprofen for pain.	4	April 01, 2022	10
242	Montelukast	Allergies	It works okay but nothing spectacular. I was prescribed Montelukast for allergies.	5	July 01, 2021	93
243	Ibuprofen	Pain	My doctor recommended this and it really helped. I was prescribed Ibuprofen for pain.	7	August 31, 2018	191
244	Rosuvastatin	High Cholesterol	Great results overall. I was prescribed Rosuvastatin for high cholesterol.	8	June 25, 2016	138
245	Rizatriptan	Migraine	Made my condition worse. Would not recommend. I was prescribed Rizatriptan for migraine.	2	November 18, 2017	123
246	Fexofenadine	Allergies	It works okay but nothing spectacular. I was prescribed Fexofenadine for allergies.	5	April 02, 2020	19
247	Naproxen	Pain	No major complaints but no major improvements either. I was prescribed Naproxen for pain.	4	February 14, 2023	172
248	Montelukast	Asthma	It works okay but nothing spectacular. I was prescribed Montelukast for asthma.	4	June 05, 2019	3
249	Ambien	Insomnia	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ambien for insomnia.	10	February 18, 2019	172
250	Doxepin	Insomnia	Very effective treatment. I was prescribed Doxepin for insomnia.	7	March 19, 2016	172
251	Famotidine	GERD	Terrible side effects made me stop taking it. I was prescribed Famotidine for gerd.	2	December 12, 2021	143
252	Humira	Arthritis	Works well with minimal side effects. I was prescribed Humira for arthritis.	8	February 15, 2022	118
253	Montelukast	Allergies	Works well with minimal side effects. I was prescribed Montelukast for allergies.	10	July 26, 2016	11
254	Januvia	Diabetes Type 2	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Januvia for diabetes type 2.	8	April 20, 2016	24
255	Pantoprazole	GERD	Caused severe headaches and nausea. I was prescribed Pantoprazole for gerd.	2	February 02, 2020	94
256	Strattera	ADHD	Been on this for a while. Seems to help somewhat. I was prescribed Strattera for adhd.	4	February 24, 2023	39
257	Atorvastatin	High Cholesterol	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Atorvastatin for high cholesterol.	9	November 26, 2021	104
258	Ambien	Insomnia	No major complaints but no major improvements either. I was prescribed Ambien for insomnia.	4	February 26, 2019	55
259	Liothyronine	Hypothyroidism	Great results overall. I was prescribed Liothyronine for hypothyroidism.	7	January 25, 2019	25
260	Rizatriptan	Migraine	This medication has been a lifesaver. I was prescribed Rizatriptan for migraine.	7	June 19, 2019	70
261	Yaz	Birth Control	My doctor took me off this due to adverse reactions. I was prescribed Yaz for birth control.	3	January 11, 2016	169
262	Yaz	Birth Control	It works okay but nothing spectacular. I was prescribed Yaz for birth control.	5	September 28, 2018	62
263	Gabapentin	Pain	Too many side effects. Had to switch medications. I was prescribed Gabapentin for pain.	1	October 09, 2015	195
264	Ritalin	ADHD	Gained significant weight while on this medication. I was prescribed Ritalin for adhd.	3	June 03, 2017	59
265	Humira	Arthritis	Been on this for a while. Seems to help somewhat. I was prescribed Humira for arthritis.	5	January 12, 2015	70
266	Naproxen	Pain	Not worth the side effects. Very disappointed. I was prescribed Naproxen for pain.	2	October 23, 2017	44
267	Buspirone	Anxiety	I noticed improvement within the first week. I was prescribed Buspirone for anxiety.	10	March 02, 2015	91
268	Ranitidine	GERD	Terrible side effects made me stop taking it. I was prescribed Ranitidine for gerd.	2	December 14, 2016	67
269	Glipizide	Diabetes Type 2	No major complaints but no major improvements either. I was prescribed Glipizide for diabetes type 2.	4	September 21, 2019	134
270	Buspirone	Anxiety	Results are hit or miss. Some days are better than others. I was prescribed Buspirone for anxiety.	6	January 11, 2020	199
271	Sumatriptan	Migraine	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Sumatriptan for migraine.	9	August 25, 2020	56
272	Azithromycin	Pneumonia	Not worth the side effects. Very disappointed. I was prescribed Azithromycin for pneumonia.	2	May 20, 2018	117
273	Lisinopril	High Blood Pressure	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Lisinopril for high blood pressure.	8	July 04, 2019	109
274	Diazepam	Anxiety	No major complaints but no major improvements either. I was prescribed Diazepam for anxiety.	6	December 22, 2019	18
275	Escitalopram	Depression	Gained significant weight while on this medication. I was prescribed Escitalopram for depression.	3	August 30, 2016	16
276	Acetaminophen	Pain	Changed my life for the better. Finally feel normal again. I was prescribed Acetaminophen for pain.	7	February 06, 2022	149
277	Vyvanse	ADHD	Results are hit or miss. Some days are better than others. I was prescribed Vyvanse for adhd.	6	September 12, 2021	135
278	Montelukast	Allergies	Been on this for a while. Seems to help somewhat. I was prescribed Montelukast for allergies.	4	October 15, 2021	110
279	Buspirone	Anxiety	No major complaints but no major improvements either. I was prescribed Buspirone for anxiety.	6	April 20, 2022	196
280	Ritalin	ADHD	Results are hit or miss. Some days are better than others. I was prescribed Ritalin for adhd.	5	January 24, 2020	58
281	Simvastatin	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Simvastatin for high cholesterol.	6	June 22, 2019	106
282	Hydroxyzine	Anxiety	Been taking for months with consistent positive results. I was prescribed Hydroxyzine for anxiety.	7	July 04, 2018	170
283	Trazodone	Insomnia	I noticed improvement within the first week. I was prescribed Trazodone for insomnia.	9	September 14, 2022	121
284	Sertraline	Depression	Did not work for me at all. Waste of money. I was prescribed Sertraline for depression.	2	January 17, 2016	110
285	Hydroxyzine	Anxiety	I noticed improvement within the first week. I was prescribed Hydroxyzine for anxiety.	10	March 28, 2021	15
286	Quetiapine	Bipolar Disorder	Did not work for me at all. Waste of money. I was prescribed Quetiapine for bipolar disorder.	1	August 10, 2019	90
287	Atorvastatin	High Cholesterol	Average medication. Does what it is supposed to do. I was prescribed Atorvastatin for high cholesterol.	5	September 25, 2021	79
288	Sumatriptan	Migraine	Changed my life for the better. Finally feel normal again. I was prescribed Sumatriptan for migraine.	7	September 09, 2020	54
289	Tramadol	Pain	Some improvement but still dealing with symptoms. I was prescribed Tramadol for pain.	6	March 19, 2016	89
290	Vyvanse	ADHD	It works okay but nothing spectacular. I was prescribed Vyvanse for adhd.	4	February 15, 2018	146
291	Famotidine	GERD	Been on this for a while. Seems to help somewhat. I was prescribed Famotidine for gerd.	5	December 21, 2021	157
292	Adderall	ADHD	Been on this for a while. Seems to help somewhat. I was prescribed Adderall for adhd.	4	May 18, 2022	177
293	Ambien	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Ambien for insomnia.	4	January 24, 2018	179
294	Fexofenadine	Allergies	Very effective treatment. I was prescribed Fexofenadine for allergies.	8	January 26, 2015	46
295	Gabapentin	Pain	No major complaints but no major improvements either. I was prescribed Gabapentin for pain.	6	June 30, 2019	17
296	Ibuprofen	Pain	It works okay but nothing spectacular. I was prescribed Ibuprofen for pain.	4	December 12, 2020	55
297	Budesonide	Asthma	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Budesonide for asthma.	8	October 28, 2018	40
298	Rizatriptan	Migraine	No major complaints but no major improvements either. I was prescribed Rizatriptan for migraine.	6	August 21, 2018	198
299	Lithium	Bipolar Disorder	This medication has been a lifesaver. I was prescribed Lithium for bipolar disorder.	8	September 29, 2016	40
300	Azithromycin	Pneumonia	Works well with minimal side effects. I was prescribed Azithromycin for pneumonia.	7	January 19, 2018	113
301	Ezetimibe	High Cholesterol	Gained significant weight while on this medication. I was prescribed Ezetimibe for high cholesterol.	3	December 16, 2019	106
302	Melatonin	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Melatonin for insomnia.	4	April 11, 2016	88
303	Atorvastatin	High Cholesterol	My doctor recommended this and it really helped. I was prescribed Atorvastatin for high cholesterol.	7	August 09, 2022	173
304	Valproate	Bipolar Disorder	Highly recommend to anyone dealing with this condition. I was prescribed Valproate for bipolar disorder.	7	June 25, 2022	78
305	Glipizide	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Glipizide for diabetes type 2.	5	September 20, 2021	14
306	Amlodipine	High Blood Pressure	Average medication. Does what it is supposed to do. I was prescribed Amlodipine for high blood pressure.	6	May 15, 2017	196
307	Acetaminophen	Pain	My doctor recommended this and it really helped. I was prescribed Acetaminophen for pain.	9	September 05, 2018	30
308	Metoprolol	High Blood Pressure	No major complaints but no major improvements either. I was prescribed Metoprolol for high blood pressure.	4	October 30, 2019	44
309	Tramadol	Pain	Highly recommend to anyone dealing with this condition. I was prescribed Tramadol for pain.	7	November 22, 2022	58
310	Contrave	Obesity	It works okay but nothing spectacular. I was prescribed Contrave for obesity.	5	June 15, 2019	189
311	Insulin Glargine	Diabetes Type 2	It works okay but nothing spectacular. I was prescribed Insulin Glargine for diabetes type 2.	5	February 27, 2020	19
312	Prednisone	Arthritis	Changed my life for the better. Finally feel normal again. I was prescribed Prednisone for arthritis.	8	July 15, 2019	181
313	Simvastatin	High Cholesterol	Works well with minimal side effects. I was prescribed Simvastatin for high cholesterol.	8	July 18, 2019	5
314	Humira	Arthritis	Changed my life for the better. Finally feel normal again. I was prescribed Humira for arthritis.	8	February 28, 2020	176
315	Sumatriptan	Migraine	Been taking for months with consistent positive results. I was prescribed Sumatriptan for migraine.	9	March 09, 2016	62
316	Ezetimibe	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Ezetimibe for high cholesterol.	6	November 19, 2015	101
317	Fexofenadine	Allergies	Great results overall. I was prescribed Fexofenadine for allergies.	7	September 26, 2018	199
318	Tretinoin	Acne	Been on this for a while. Seems to help somewhat. I was prescribed Tretinoin for acne.	5	February 06, 2022	29
319	Orlistat	Obesity	Average medication. Does what it is supposed to do. I was prescribed Orlistat for obesity.	6	December 09, 2018	186
320	Naproxen	Pain	It works okay but nothing spectacular. I was prescribed Naproxen for pain.	5	August 22, 2016	65
321	Ortho Tri-Cyclen	Birth Control	Been on this for a while. Seems to help somewhat. I was prescribed Ortho Tri-Cyclen for birth control.	6	September 18, 2016	194
322	Fluoxetine	Depression	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Fluoxetine for depression.	7	March 15, 2020	193
323	Valproate	Bipolar Disorder	Gained significant weight while on this medication. I was prescribed Valproate for bipolar disorder.	3	March 18, 2022	162
324	Levofloxacin	Pneumonia	Very effective treatment. I was prescribed Levofloxacin for pneumonia.	10	September 10, 2016	112
325	Bupropion	Depression	My doctor took me off this due to adverse reactions. I was prescribed Bupropion for depression.	3	January 30, 2022	77
326	Ambien	Insomnia	The drowsiness was unbearable. Could not function normally. I was prescribed Ambien for insomnia.	2	September 09, 2020	18
